Customer_ID;Age;Sex;Marital_Status;Education;Income;Customer_Rating;Persons_in_Household;Occupation;Groceries
2463;77;male;married;tertiary;31000;very_good;3;retired;frankfurter,whole milk,rolls/buns,pastry,soda,specialty chocolate
2464;45;female;married;tertiary;22000;poor;3;unknown;soda
2465;54;male;married;primary;31000;fair;5;unknown;pip fruit,yogurt,bottled water,canned beer,chewing gum,napkins
2466;56;male;married;primary;27000;excellent;3;blue-collar;citrus fruit,tropical fruit,whipped/sour cream,rolls/buns,candy,newspapers
2467;68;male;married;tertiary;15000;good;2;retired;whole milk
2468;52;male;divorced;tertiary;28000;fair;1;self-employed;root vegetables,onions,other vegetables,whole milk,whipped/sour cream,specialty cheese,frozen meals,rolls/buns,white bread,pastry,canned vegetables,sweet spreads
2469;28;female;single;primary;45000;excellent;1;unemployed;sausage,whipped/sour cream,white bread,baking powder
2470;27;male;married;secondary;27000;fair;2;entrepreneur;liver loaf,ham,pip fruit,root vegetables,other vegetables,whole milk,curd,dessert,butter milk,yogurt,mayonnaise,white bread,pastry,rice,sugar,pet care,coffee,soda,fruit/vegetable juice,salty snack,long life bakery product,napkins
2471;71;female;married;secondary;34000;very_good;3;retired;soda
2472;22;female;married;primary;30000;very_good;5;housemaid;root vegetables,liquor,shopping bags
2473;86;male;married;secondary;32000;very_good;3;unknown;other vegetables,cream cheese,white bread,jam,coffee,bottled water,soda,fruit/vegetable juice,canned beer,red/blush wine,cling film/bags
2474;42;male;married;primary;17000;poor;3;blue-collar;tropical fruit,whole milk,spread cheese,cat food,coffee,bottled water,soda,misc. beverages,fruit/vegetable juice,shopping bags
2475;38;female;married;primary;37000;very_good;3;unemployed;butter,oil,cling film/bags
2476;64;male;divorced;secondary;36000;very_good;1;blue-collar;sausage,pip fruit,hard cheese,rolls/buns,soda
2477;21;female;married;primary;51000;excellent;3;housemaid;butter
2478;85;male;married;primary;30000;excellent;4;retired;whole milk,brown bread,chocolate,house keeping products,newspapers
2479; ;male;married;tertiary;15000;good;4;entrepreneur;other vegetables,whole milk,whipped/sour cream,specialty cheese,white bread,cat food,bottled water
2480;59;female;single;secondary;10000;excellent;1;housemaid;whole milk,yogurt,pastry,soda,misc. beverages,shopping bags
2481;59;female;married;tertiary;8000;poor;4;unknown;white bread
2482;41;male;married;primary;28000;fair;2;unemployed;pork
2483;53;female;divorced;tertiary;20000;very_good;1;management;whipped/sour cream,sliced cheese,frozen dessert,hygiene articles,napkins
2484;78;female;married;tertiary;36000;very_good;3;retired;yogurt,frozen fish,ice cream
2485;30;female;married;primary;19000;very_good;3;entrepreneur;butter milk,tea,fruit/vegetable juice,bottled beer,red/blush wine,shopping bags
2486;80;male;single;tertiary;32000;fair;2;retired;yogurt,whipped/sour cream,hard cheese,ketchup
2487;59;female;single;secondary;32000;very_good;1;entrepreneur;other vegetables,whole milk,coffee
2488;45;female;single;primary;29000;good;1;housemaid;pastry
2489;51;male;single;tertiary;29000;very_good;1;self-employed;yogurt,rolls/buns,misc. beverages
2490;43;female;married;primary;47000;fair;3;housemaid;citrus fruit,whole milk,butter,yogurt,zwieback,jam,dishes
2491;67;female;married;secondary;23000;good;3;unknown;condensed milk,coffee
2492;56;female;single;secondary;54000;very_good;1;services;root vegetables,pastry
2493;51;male;married;tertiary;23000;poor;3;management;other vegetables,oil
2494; ;female;married;primary;32000;good;3;housemaid;citrus fruit,rolls/buns,snack products
2495;22;female;married;primary;22000;very_good;3;blue-collar;frankfurter,photo/film
2496;77;female;married;primary; ;very_good;3;retired;sausage
2497;24;male;married;secondary;29000;good;2;unemployed;other vegetables
2498;57;male;married;secondary;15000;poor;2;unknown;herbs
2499;54;male;married;primary;40000;fair;4;blue-collar;ham,pip fruit,other vegetables,cream cheese,pastry,bottled beer
2500;69;female;married;primary;39000;good;2;retired;root vegetables,yogurt,beverages,flour
2501;58;male;single;primary;21000;good;1;entrepreneur;soda
2502;79;female;divorced;tertiary;33000;fair;1;retired;sausage,beef,hamburger meat,yogurt,soft cheese,cream cheese,domestic eggs,rolls/buns,pastry,instant coffee
2503;37;male;divorced;secondary;43000;poor;2;management;frankfurter,pip fruit,frozen vegetables,fruit/vegetable juice,nut snack
2504;35;male;married;primary;47000;excellent;5;unemployed;bottled water
2505;64;female;single;secondary;36000;poor;1;entrepreneur;meat,citrus fruit,whole milk,spread cheese
2506;26;female;married;secondary;30000;excellent;3;self-employed;ham,root vegetables,butter,bottled water,white wine
2507;21;female;married;secondary;29000;very_good;2;housemaid;sugar,canned beer
2508;68;female;single;primary;30000;poor;1;unknown;chicken,citrus fruit,tropical fruit,root vegetables,other vegetables,whole milk
2509;77;female;married;tertiary;17000;good;3;retired;UHT-milk,domestic eggs,sugar,fruit/vegetable juice,newspapers
2510;54;female;married;tertiary;30000;fair;3;unknown;beef,yogurt,rolls/buns,cat food,napkins,dishes,newspapers
2511;72;male;single;secondary;35000;fair;1;retired;ham,domestic eggs,brown bread,bottled water,chocolate marshmallow,seasonal products,napkins,newspapers
2512;42;male;married;primary;35000;very_good;3;self-employed;rolls/buns,zwieback,chocolate marshmallow,dishes
2513;25;female;married;primary;40000;very_good;3;housemaid;citrus fruit,yogurt,pastry,salt,margarine,specialty fat,cat food,specialty bar,dish cleaner
2514;50;female;single;secondary;25000;very_good;1;unknown;citrus fruit,tropical fruit,whole milk,yogurt,rolls/buns,pastry,semi-finished bread,bottled beer,napkins
2515;72;female;married;primary;21000;very_good;4;retired;cat food,coffee
2516; ;male;single;primary;35000;good;1;entrepreneur;hard cheese,honey,candy
2517;24;female;married;secondary;12000;very_good;3;housemaid;frankfurter,other vegetables,whole milk,yogurt,cream cheese,rolls/buns,pastry,coffee
2518;57;female;divorced;tertiary; ;very_good;1;entrepreneur;bottled beer
2519;22;male;married;primary;23000;fair;4;entrepreneur;yogurt,spread cheese,rolls/buns,soda,canned beer,shopping bags
2520;52;female;married;primary;31000;good;3;housemaid;frankfurter,sausage,chicken,other vegetables,frozen meals,salt,sugar,soups,coffee,chewing gum,male cosmetics,hygiene articles,napkins,light bulbs
2521;77;female;married;tertiary;29000;very_good;4;unknown;rolls/buns,soda,newspapers
2522;71;female;divorced;secondary;34000;fair;2;retired;whole milk,beverages,bottled water,soda,cake bar,newspapers
2523;40;male;single;primary;30000;very_good;1;entrepreneur;meat,beef,onions,white wine,dishes
2524;30;male;married;tertiary;32000;very_good;4;unemployed;curd,napkins
2525;65;female;married;secondary;30000;poor;2;retired;beverages,white bread,pastry,newspapers,shopping bags
2526;56;female;married;tertiary;21000;very_good;3;self-employed;frankfurter,whole milk,UHT-milk,hard cheese,mayonnaise,rolls/buns,brown bread,margarine,newspapers
2527;48;female;single;tertiary;33000;very_good;1;entrepreneur;sausage,pork,beef,root vegetables,butter,yogurt,spread cheese,rolls/buns,brown bread,pastry,oil,canned fish
2528;75;female;married;tertiary;40000;fair;4;retired;sausage,pip fruit,whole milk,rolls/buns,soda,chewing gum,shopping bags
2529;54;female;married;tertiary;17000;good;2;housemaid;meat,other vegetables
2530;59;female;married;secondary;17000;good;3;management;sausage,tropical fruit,pip fruit,rolls/buns,pastry,margarine
2531;52;female;married;secondary;36000;good;4;management;whole milk,rolls/buns,pastry
2532;65;male;single;primary;27000;very_good;1;retired;canned beer
2533;61;female;married;primary;25000;very_good;4;blue-collar;frankfurter,citrus fruit,tropical fruit,pip fruit,other vegetables,whole milk,curd,yogurt,whipped/sour cream,domestic eggs,sugar,bottled water,salty snack,candy,hygiene articles
2534;71;female;single;tertiary;36000;very_good;1;retired;long life bakery product
2535;81;male;single;secondary;23000;fair;2;retired;pork,butter,hard cheese,cream cheese
2536;22;male;married;tertiary;33000;excellent;2;unemployed;pip fruit,other vegetables,whole milk,butter,curd,rolls/buns,margarine,baking powder,bottled water,bottled beer,canned beer,cooking chocolate,napkins
2537; ;female;married;tertiary;18000;poor;3;entrepreneur;bottled beer
2538;68;female;married;primary;24000;fair;4;retired;pork,tropical fruit,root vegetables,onions,other vegetables,shopping bags
2539;78;female;single;secondary;47000;good;2;retired;bottled water,white wine,newspapers
2540;54;female;married;tertiary;30000;good;3;housemaid;whole milk,domestic eggs,brown bread,photo/film
2541;44;female;married;tertiary;26000;good;3;blue-collar;curd,dessert,soda,fruit/vegetable juice,candy,hygiene articles,shopping bags
2542;30;male;married;primary;42000;very_good;3;blue-collar;tropical fruit,pip fruit,UHT-milk,rolls/buns,pastry,salt
2543;48;male;single;secondary;38000;excellent;1;entrepreneur;pip fruit,other vegetables,whole milk,yogurt,brown bread,pastry
2544;38;male;married;primary;21000;fair;3;services;chicken,beef,tropical fruit,root vegetables,onions,other vegetables,pickled vegetables,canned fish,bottled water,misc. beverages,fruit/vegetable juice,napkins
2545;46;female;married;secondary;30000;very_good;3;blue-collar;whole milk,newspapers
2546;59;male;married;primary;34000;good;3;entrepreneur;citrus fruit,other vegetables,yogurt,spread cheese,rolls/buns,soda,chocolate,newspapers
2547; ;female;single;tertiary;27000;very_good;1;housemaid;canned beer
2548;45;female;married;primary;27000;fair;2;housemaid;pip fruit,nuts/prunes,root vegetables,condensed milk,rolls/buns,pickled vegetables,coffee,canned beer,liquor (appetizer)
2549;29;female;married;primary;27000;very_good;3;housemaid;photo/film
2550; ;male;married;tertiary;32000;very_good;3;services;root vegetables,other vegetables,frozen vegetables
2551;27;female;married;secondary;35000;fair;5;self-employed;frankfurter,tropical fruit,root vegetables,whole milk,butter,curd,yogurt
2552;37;male;married;secondary;30000;fair;2;unemployed;yogurt,white wine,red/blush wine
2553;27;male;married;primary;33000;good;3;unemployed;UHT-milk,ice cream,domestic eggs,oil,soda,cling film/bags
2554;48;female;married;secondary;24000;good;3;entrepreneur;organic sausage,chicken,citrus fruit,grapes,other vegetables,butter,yogurt,whipped/sour cream,rolls/buns,seasonal products,hygiene articles
2555;33;female;divorced;primary;21000;very_good;1;housemaid;whole milk,whipped/sour cream
2556;86;male;single;tertiary;43000;very_good;1;retired;meat,root vegetables,whole milk,newspapers
2557;84;female;married;primary; ;excellent;3;retired;pork
2558;54;female;married;secondary;36000;very_good;4;housemaid;coffee
2559;86;male;single;tertiary;51000;good;2;retired;soft cheese,hard cheese,bottled water,soda,liquor (appetizer),waffles,chocolate,candles
2560;37;male;married;primary;4000;fair;3;unemployed;sausage,other vegetables,yogurt,mayonnaise,rolls/buns,bottled water,soda,canned beer,shopping bags
2561;57;male;married;primary;44000;good;3;entrepreneur;sausage,citrus fruit,pip fruit,whole milk,cream cheese,tidbits,domestic eggs,pastry,sugar,fruit/vegetable juice,chocolate,chocolate marshmallow
2562;63;male;single;primary;34000;fair;2;unknown;finished products,misc. beverages
2563;63;female;married;secondary;28000;poor;2;unemployed;whole milk,frozen meals,rolls/buns,margarine
2564;23;female;single;primary;23000;good;2;management;curd,yogurt
2565;64;male;married;secondary;29000;poor;3;blue-collar;coffee,fruit/vegetable juice
2566;35;male;single;tertiary;11000;good;1;entrepreneur;tropical fruit,herbs,whole milk,yogurt,whipped/sour cream,soda
2567;79;female;married;tertiary;35000;fair;3;retired;soda
2568;39;male;married;tertiary;34000;poor;2;blue-collar;whole milk,curd,brown bread
2569;40;female;married;tertiary;38000;very_good;2;housemaid;bottled beer
2570;50;female;married;secondary;38000;very_good;3;housemaid;oil
2571;25;male;married;primary;46000;poor;2;management;hamburger meat,tropical fruit
2572;72;male;married;primary;30000;poor;5;retired;yogurt,rolls/buns,meat spreads,soda
2573;58;female;single;tertiary;24000;excellent;1;housemaid;pork,citrus fruit
2574;36;female;married;tertiary;28000;very_good;2;housemaid;frankfurter,pip fruit,root vegetables,other vegetables,whole milk,soft cheese,cream cheese,frozen vegetables,salt,specialty fat,sugar,jam,canned fish,coffee,fruit/vegetable juice,long life bakery product,waffles,chocolate,shopping bags
2575;80;male;single;secondary;47000;good;1;retired;sausage,soda,liquor (appetizer),shopping bags
2576;86;female;married;secondary;19000;very_good;2;retired;canned beer
2577;85;female;married;secondary;30000;good;3;retired;frankfurter,root vegetables,whole milk,frozen vegetables,coffee,soda,long life bakery product,napkins,house keeping products,newspapers,shopping bags
2578;65;female;divorced;secondary;33000;good;1;retired;beef,citrus fruit,whole milk
2579;38;male;married;secondary;30000;good;4;entrepreneur;yogurt,UHT-milk,rolls/buns,candles
2580; ;male;married;secondary;38000;very_good;3;unemployed;long life bakery product
2581;57;male;divorced;secondary;27000;excellent;1;self-employed;other vegetables,butter,yogurt,rolls/buns,pastry,margarine
2582;84;female;married;secondary;27000;fair;2;retired;pastry
2583;53;male;married;tertiary;30000;fair;4;entrepreneur;sausage,citrus fruit,whole milk,yogurt,beverages,pasta,waffles,specialty chocolate
2584;35;female;single;tertiary;21000;poor;1;housemaid;canned beer
2585;61;female;married;secondary; ;good;3;blue-collar;sausage,citrus fruit,other vegetables,hard cheese,cream cheese,frozen dessert,artif. sweetener,coffee,cling film/bags,newspapers
2586;26;female;married;primary;17000;good;2;housemaid;canned beer
2587;26;female;single;tertiary;22000;fair;1;housemaid;finished products,soda,specialty chocolate
2588;75;female;single;tertiary; ;good;1;retired;other vegetables,whole milk,yogurt,specialty cheese,bottled water,misc. beverages,fruit/vegetable juice
2589;60;male;married;tertiary;40000;fair;2;entrepreneur;pork,other vegetables,rolls/buns
2590;36;female;married;primary;15000;good;3;housemaid;beef,root vegetables,other vegetables,whole milk,domestic eggs,hygiene articles
2591;37;male;married;secondary;34000;fair;3;entrepreneur;specialty bar
2592;79;male;single;tertiary;42000;good;1;retired;canned beer
2593;55;male;married;tertiary;26000;excellent;3;self-employed;bottled beer
2594;86;female;single;primary;18000;fair;1;retired;ham,citrus fruit,root vegetables,whipped/sour cream,canned beer,napkins
2595;77;male;married;primary;40000;good;3;retired;tropical fruit,whole milk
2596;40;male;married;secondary; ;good;5;entrepreneur;chicken,sugar,photo/film
2597;69;male;divorced;secondary;22000;fair;1;retired;pork,hamburger meat,pip fruit,herbs,other vegetables,whole milk,butter,sliced cheese,processed cheese,rolls/buns,pastry,roll products,margarine
2598;52;male;married;tertiary;30000;poor;4;self-employed;yogurt
2599;32;female;married;primary;26000;fair;2;entrepreneur;chicken,other vegetables,bottled water,chewing gum,softener
2600;25;female;married;secondary;42000;poor;4;management;sausage,ham,pip fruit,whole milk,butter milk,yogurt,hard cheese,spread cheese,rolls/buns,pastry,margarine,salty snack,shopping bags
2601;21;female;married;tertiary;40000;very_good;4;self-employed;hard cheese,white bread,brown bread
2602;37;female;married;primary;39000;good;3;entrepreneur;long life bakery product
2603;29;male;single;secondary;36000;good;1;services;chicken
2604;29;female;married;primary;25000;very_good;2;housemaid;frankfurter,beef,citrus fruit,whole milk,rolls/buns,semi-finished bread,coffee,bottled beer
2605;30;male;divorced;tertiary;21000;excellent;1;blue-collar;pastry,mustard,bottled beer
2606;78;female;married;secondary;32000;poor;4;retired;shopping bags
2607;65;female;single;primary;23000;good;2;unknown;tropical fruit,rolls/buns,pastry
2608;39;male;single;secondary;18000;poor;2;blue-collar;frozen meals,rolls/buns,bottled beer
2609;29;female;divorced;tertiary;38000;good;1;blue-collar;whole milk
2610;61;female;married;primary;37000;fair;4;blue-collar;pork,sugar,newspapers
2611; ;male;married;secondary;36000;poor;4;management;hamburger meat,pip fruit,whole milk,hard cheese,chocolate
2612;52;male;single;tertiary;48000;very_good;1;unemployed;other vegetables,pastry,candy,napkins
2613;68;male;married;primary;19000;good;4;retired;domestic eggs,rolls/buns
2614;40;male;married;secondary;15000;very_good;3;management;hamburger meat,hard cheese,frozen vegetables,soda
2615;81;female;married;tertiary; ;fair;3;retired;berries,root vegetables,whole milk,curd,frozen fish,domestic eggs,rolls/buns
2616;35;female;married;primary;26000;good;3;entrepreneur;pastry,soda
2617;35;male;single;secondary;35000;very_good;1;entrepreneur;sausage,yogurt,rolls/buns,soda
2618;43;female;single;tertiary;41000;good;2;services;frozen vegetables
2619;68;female;single;primary;26000;fair;1;retired;dessert,rolls/buns,sugar,bottled water
2620; ;female;single;tertiary;19000;excellent;1;housemaid;pip fruit,whole milk,domestic eggs
2621;37;male;divorced;secondary;29000;good;2;blue-collar;liver loaf,beef,onions,specialty chocolate,napkins,shopping bags
2622;65;female;divorced;secondary;46000;poor;1;retired;root vegetables,whole milk,rolls/buns,specialty chocolate
2623;26;female;divorced;secondary;26000;good;1;housemaid;root vegetables,yogurt,pastry
2624;71;male;married;secondary;45000;very_good;4;retired;other vegetables,rolls/buns,soda
2625;21;male;married;primary;32000;fair;4;unemployed;chicken,pip fruit,whole milk,pastry,coffee
2626; ;female;single;tertiary;37000;fair;2;unemployed;rolls/buns
2627;78;male;married;tertiary;39000;good;4;unknown;butter milk,canned fish
2628;68;male;married;primary;30000;good;3;retired;butter milk,soft cheese,rolls/buns
2629;54;male;single;tertiary;32000;very_good;1;entrepreneur;onions,other vegetables,specialty cheese
2630; ;male;married;tertiary;32000;poor;2;entrepreneur;ham,hamburger meat,other vegetables,whole milk,curd,mayonnaise,domestic eggs,rolls/buns,margarine
2631;42;male;married;tertiary;43000;good;2;blue-collar;coffee
2632;31;male;single;tertiary;22000;poor;1;entrepreneur;chicken,other vegetables,whole milk,yogurt,frozen vegetables,coffee,bottled beer,red/blush wine
2633;25;female;married;tertiary;34000;very_good;3;self-employed;whole milk,curd,dessert,shopping bags
2634;82;female;married;primary;12000;good;3;retired;frankfurter,hamburger meat,tropical fruit,root vegetables,domestic eggs,Instant food products,detergent
2635;37;female;single;tertiary;31000;excellent;2;unemployed;citrus fruit,pip fruit,whole milk,curd,whipped/sour cream,bottled water,bottled beer,specialty chocolate,shopping bags
2636;46;male;married;secondary;28000;good;3;entrepreneur;tropical fruit,whole milk,cat food,popcorn,specialty bar
2637;66;female;married;secondary;37000;fair;3;retired;citrus fruit,other vegetables,butter,brown bread,baking powder,bottled water,soda
2638;61;male;divorced;tertiary;19000;good;1;blue-collar;whole milk
2639;85;male;single;secondary;15000;fair;1;retired;canned beer
2640;52;female;married;secondary;25000;good;3;management;canned beer
2641;30;male;married;tertiary;26000;excellent;3;management;citrus fruit,rolls/buns,pastry,soda,potted plants,shopping bags
2642;45;female;married;tertiary;47000;very_good;2;housemaid;chicken,onions,other vegetables,whole milk,frozen fish,brown bread,soda,white wine
2643;74;female;single;secondary;34000;good;1;retired;canned beer
2644;47;male;divorced;tertiary;30000;excellent;1;services;sugar,bottled water,white wine
2645;72;male;single;secondary;32000;poor;1;retired;pork,tropical fruit,whole milk,curd,frozen meals,domestic eggs,margarine,pickled vegetables,soda,bottled beer,potted plants
2646;35;female;married;tertiary;53000;excellent;2;housemaid;rolls/buns,soda,waffles,chewing gum
2647;56;female;married;tertiary;23000;fair;4;housemaid;whole milk,frozen vegetables,rolls/buns,pastry,kitchen towels,newspapers
2648;60;male;married;primary;43000;excellent;2;unknown;rolls/buns,brown bread,fruit/vegetable juice,newspapers
2649;86;female;divorced;secondary;25000;very_good;1;retired;mayonnaise,rolls/buns
2650;59;female;married;secondary;25000;poor;3;housemaid;rolls/buns
2651;48;male;married;tertiary;33000;poor;2;self-employed;pork,frozen vegetables,pastry,misc. beverages
2652;68;male;married;primary;28000;good;3;retired;citrus fruit,other vegetables,whole milk,flour
2653;64;female;married;secondary;29000;good;3;blue-collar;beverages
2654;51;male;married;tertiary;36000;poor;3;self-employed;napkins
2655;31;male;married;secondary;37000;very_good;3;entrepreneur;canned beer
2656;70;female;married;secondary;30000;poor;3;retired;soda,chewing gum,newspapers,photo/film
2657;59;male;married;tertiary;33000;fair;3;entrepreneur;bottled beer,liquor (appetizer),dishes
2658;79;female;married;secondary;19000;very_good;3;retired;sausage,pork,beef,hamburger meat,grapes,root vegetables,other vegetables,dessert,rolls/buns,dog food,napkins
2659;79;female;single;tertiary;38000;good;1;retired;sausage,bottled beer,dish cleaner
2660;82;male;divorced;secondary;43000;very_good;1;retired;rolls/buns,canned beer
2661;49;male;single;primary;36000;poor;1;blue-collar;tropical fruit,grapes,UHT-milk,pickled vegetables,jam,coffee,salty snack
2662;69;female;married;tertiary;32000;fair;3;retired;frankfurter,pork,root vegetables,whole milk,yogurt,frozen fish,soda
2663;21;female;married;tertiary;32000;very_good;3;unknown;sausage,citrus fruit,berries,other vegetables,hard cheese,rolls/buns,bottled water
2664;63;male;married;tertiary;29000;excellent;4;blue-collar;sausage,butter milk,rolls/buns,bottled water,soda,canned beer,shopping bags
2665;33;female;divorced;tertiary;50000;fair;2;housemaid;whole milk,rolls/buns
2666;54;male;married;primary;26000;poor;2;entrepreneur;root vegetables,herbs,whole milk,butter milk,cream cheese,waffles,napkins,newspapers
2667;24;male;divorced;primary;33000;poor;1;entrepreneur;sausage,rolls/buns,brandy
2668;85;male;married;primary;30000;good;4;retired;root vegetables,other vegetables,whole milk,butter,mustard,bottled water,flower (seeds)
2669;28;male;married;secondary;20000;good;3;blue-collar;tropical fruit,candy
2670;44;female;married;tertiary;46000;excellent;3;housemaid;hamburger meat,fruit/vegetable juice,canned beer,white wine
2671;34;male;single;tertiary;18000;good;1;self-employed;meat,whole milk,yogurt,soda,male cosmetics
2672;60;male;single;primary;28000;good;1;blue-collar;soda
2673;23;male;married;secondary;30000;good;2;entrepreneur;frankfurter,white bread,margarine,shopping bags
2674;71;female;married;tertiary;37000;very_good;2;retired;other vegetables
2675;74;female;single;primary;34000;very_good;1;retired;whole milk,fruit/vegetable juice
2676;74;female;married;secondary;12000;good;3;retired;pastry,newspapers
2677;71;female;single;secondary;39000;fair;1;retired;canned beer,salty snack
2678;40;male;married;primary;35000;fair;5;blue-collar;canned beer
2679;55;male;married;secondary;33000;fair;3;blue-collar;condensed milk,coffee
2680;22;female;married;tertiary;25000;fair;3;entrepreneur;ham,citrus fruit,tropical fruit,whole milk,yogurt,whipped/sour cream,soda
2681;66;male;divorced;secondary;20000;fair;1;retired;cream cheese
2682;77;male;married;primary;34000;good;2;retired;pork,root vegetables,onions,other vegetables,margarine,sugar,spices
2683;62;female;married;primary;24000;good;3;self-employed;pastry,soda
2684;78;male;single;tertiary;1000;excellent;2;retired;citrus fruit,pip fruit,root vegetables,onions,herbs,other vegetables,whole milk,butter,processed cheese,frozen vegetables,bottled water,red/blush wine,long life bakery product,chocolate,rubbing alcohol,hygiene articles,napkins
2685;64;female;single;tertiary;12000;very_good;2;blue-collar;meat,finished products,white bread,long life bakery product,shopping bags
2686;67;male;single;tertiary;54000;very_good;1;retired;soda,fruit/vegetable juice,specialty bar
2687;61;female;married;tertiary;46000;good;2;housemaid;yogurt,cream cheese,rolls/buns,chocolate
2688;74;male;single;tertiary;32000;very_good;1;retired;whipped/sour cream,domestic eggs,margarine
2689;63;male;married;secondary;35000;poor;2;entrepreneur;sausage,other vegetables,yogurt,bottled water,soda,canned beer,shopping bags
2690;26;female;married;tertiary;37000;fair;4;blue-collar;canned beer
2691;60;male;married;primary;38000;very_good;3;management;root vegetables,other vegetables,photo/film
2692;60;male;married;secondary;40000;poor;5;entrepreneur;pastry,soda
2693;80;female;married;secondary;42000;poor;3;retired;rolls/buns,coffee,red/blush wine,chewing gum
2694;45;male;single;secondary;31000;good;1;entrepreneur;rolls/buns
2695;24;male;married;tertiary;36000;good;3;management;frankfurter,sausage,pip fruit,other vegetables,rolls/buns,sweet spreads,chocolate
2696;73;male;married;primary;39000;very_good;4;retired;sausage,yogurt,rolls/buns,pastry,dog food,soda
2697;63;female;married;tertiary;31000;fair;3;unemployed;liquor
2698;70;female;single;secondary;25000;good;1;retired;yogurt,rolls/buns
2699;53;female;married;tertiary;28000;very_good;3;management;frankfurter,rolls/buns,brown bread,shopping bags
2700;71;female;single;primary;29000;fair;1;retired;ham,pork,other vegetables,whole milk,frozen vegetables,rolls/buns,rum
2701;22;male;married;primary;35000;very_good;2;unknown;chocolate
2702;75;female;married;secondary;30000;fair;4;retired;bottled beer,newspapers
2703;49;female;single;primary;48000;very_good;1;entrepreneur;chicken,citrus fruit,tropical fruit,other vegetables,whole milk,whipped/sour cream,rolls/buns,pastry,flour,specialty chocolate
2704;60;male;married;tertiary; ;very_good;3;unemployed;specialty cheese,hygiene articles,newspapers,shopping bags
2705;80;female;married;secondary;30000;excellent;4;retired;frankfurter,sausage,citrus fruit,root vegetables,other vegetables,whole milk,yogurt,whipped/sour cream,frozen vegetables,white bread,brown bread,pasta,vinegar,soda,salty snack,detergent
2706;62;male;single;secondary;30000;fair;2;unemployed;pip fruit,bottled beer
2707;61;male;married;secondary;34000;good;5;blue-collar;canned beer
2708; ;male;divorced;secondary;43000;good;2;services;pork,other vegetables,soda
2709;39;male;divorced;tertiary;27000;very_good;2;entrepreneur;canned beer
2710;62;male;divorced;secondary;30000;good;1;entrepreneur;beef,root vegetables,other vegetables,whole milk,dessert,yogurt,rolls/buns,margarine,jam,soda,liquor (appetizer),waffles,chocolate marshmallow,candy,bathroom cleaner,light bulbs
2711;84;male;divorced;tertiary;48000;excellent;1;retired;rolls/buns,pastry
2712;50;male;married;primary;30000;very_good;4;unemployed;dental care,male cosmetics
2713;50;male;married;secondary;27000;good;3;blue-collar;sausage,turkey,beef,citrus fruit,herbs,flour,margarine,Instant food products,bottled water
2714;55;female;single;secondary;38000;fair;1;housemaid;rolls/buns,soda
2715;65;female;married;tertiary; ;fair;3;retired;whole milk,pastry,soda
2716;61;female;single;primary;19000;very_good;2;management;beef,tropical fruit,root vegetables,whole milk
2717;42;female;single;tertiary;23000;good;1;management;ham,whole milk,domestic eggs,tea,bottled water,bottled beer
2718;23;male;single;secondary;10000;poor;1;management;finished products,chicken,pork,beef,hamburger meat,berries,butter,domestic eggs,rolls/buns,brown bread,pastry,flour,Instant food products,soda,salty snack,chocolate,specialty chocolate,hygiene articles,flower (seeds)
2719;48;male;single;primary;27000;good;1;entrepreneur;dessert,beverages,ice cream,soda
2720;81;male;married;tertiary;23000;good;2;retired;rolls/buns,bottled water,bottled beer
2721;44;female;married;primary;12000;very_good;3;housemaid;sausage,liver loaf,misc. beverages,fruit/vegetable juice,canned beer,salty snack,shopping bags
2722;53;male;married;primary;25000;excellent;2;management;citrus fruit,soda,misc. beverages,canned beer,chocolate,specialty chocolate,candy,shopping bags
2723; ;female;married;secondary;43000;poor;3;unemployed;whole milk,frozen vegetables
2724;82;female;married;secondary; ;very_good;3;retired;whole milk,curd,margarine
2725;42;female;divorced;tertiary;25000;excellent;2;housemaid;sausage,yogurt,cream
2726;76;male;married;primary;24000;fair;2;retired;root vegetables,whole milk,oil,mustard,fruit/vegetable juice,waffles,dishes,shopping bags
2727;38;male;married;primary;27000;very_good;3;entrepreneur;organic sausage,rolls/buns
2728;67;female;married;tertiary;32000;good;4;retired;pork,tropical fruit,other vegetables,coffee,shopping bags
2729;61;male;married;secondary;19000;excellent;4;self-employed;dessert,yogurt,rolls/buns,meat spreads,bottled water,soda,chocolate,shopping bags
2730;52;female;married;primary;34000;very_good;6;unknown;canned beer
2731;64;male;married;secondary;42000;good;2;blue-collar;citrus fruit,root vegetables,other vegetables,whipped/sour cream,processed cheese,rolls/buns,newspapers
2732;54;male;single;secondary;37000;good;1;entrepreneur;hamburger meat,root vegetables,frozen vegetables,rolls/buns,brown bread,margarine,soda,fruit/vegetable juice,white wine,kitchen towels,newspapers
2733;52;female;single;primary;35000;good;1;services;citrus fruit,tropical fruit,pip fruit,grapes,berries,root vegetables,other vegetables,beverages,Instant food products,long life bakery product
2734;83;male;married;tertiary;16000;very_good;3;retired;other vegetables
2735;36;female;single;primary;31000;very_good;1;housemaid;canned beer
2736; ;female;married;secondary;20000;poor;3;housemaid;rolls/buns,canned fruit
2737;28;male;married;primary;25000;very_good;2;entrepreneur;ham,other vegetables,condensed milk,domestic eggs,salty snack
2738;86;female;divorced;primary;24000;excellent;1;retired;beverages,waffles
2739;82;female;divorced;secondary;36000;fair;1;retired;whole milk,brown bread,pastry
2740;39;male;married;primary;15000;good;3;entrepreneur;canned beer
